,subj,obj,relation,explanation,mask_type,subj_new,obj_new,explanation_new,filled_sequence
854,certain,sure,synonym,"when someone is sure about something , they are certain .",obj-rel,certain,sure,"when someone is sure about something, they are certain.","when someone is sure about something, they are certain., so they have a synonym relation."
855,certain,sure,synonym,"when someone is sure about something , they are certain .",obj-rel,certain,uncertain,"when someone is uncertain about something, they are certain.","when someone is uncertain about something, they are certain., so they have a synonym relation."
856,certain,sure,synonym,"when someone is sure about something , they are certain .",obj-rel,certain,positive,"when someone is positive about something, they are certain.","when someone is positive about something, they are certain., so they have a synonym relation."
857,certain,sure,synonym,"when someone is sure about something , they are certain .",obj-rel,certain,unsure,"when someone is unsure about something, they are certain.","when someone is unsure about something, they are certain., so they have a synonym relation."
858,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,subj,wine,beer,wine and beer are both alcoholic drinks.,wine and beer are both alcoholic drinks.
859,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,subj,rum,beer,rum and beer are both alcoholic drinks.,rum and beer are both alcoholic drinks.
860,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,subj,whisky,beer,whisky and beer are both alcoholic drinks.,whisky and beer are both alcoholic drinks.
861,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,subj,coffee,beer,coffee and beer are both alcoholic drinks.,coffee and beer are both alcoholic drinks.
862,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj,champagne,rum,champagne and rum are both alcoholic drinks.,champagne and rum are both alcoholic drinks.
863,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj,champagne,wine,champagne and wine are both alcoholic drinks.,champagne and wine are both alcoholic drinks.
864,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj,champagne,gin,champagne and gin are both alcoholic drinks.,champagne and gin are both alcoholic drinks.
865,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj,champagne,vodka,champagne and vodka are both alcoholic drinks.,champagne and vodka are both alcoholic drinks.
866,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj,champagne,beer,champagne and beer are both alcoholic drinks.,champagne and beer are both alcoholic drinks.
867,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,subj-rel,wine,beer,wine and beer are both alcoholic drinks.,"wine and beer are both alcoholic drinks., so they have a members - of - the - same - category relation."
868,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,subj-rel,whisky,beer,whisky and beer are both alcoholic drinks.,"whisky and beer are both alcoholic drinks., so they have a members - of - the - same - category relation."
869,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,subj-rel,vodka,beer,vodka and beer are both alcoholic drinks.,"vodka and beer are both alcoholic drinks., so they have a members - of - the - same - category relation."
870,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,subj-rel,soda,beer,soda and beer are both alcoholic drinks.,"soda and beer are both alcoholic drinks., so they have a members - of - the - same - category relation."
871,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj-rel,champagne,beer,champagne and beer are both alcoholic drinks.,"champagne and beer are both alcoholic drinks., so they have a members - of - the - same - category relation."
872,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj-rel,champagne,wine,champagne and wine are both alcoholic drinks.,"champagne and wine are both alcoholic drinks., so they have a members - of - the - same - category relation."
873,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj-rel,champagne,vodka,champagne and vodka are both alcoholic drinks.,"champagne and vodka are both alcoholic drinks., so they have a members - of - the - same - category relation."
874,champagne,beer,members-of-the-same-category,champagne and beer are both alcoholic drinks .,obj-rel,champagne,gin,champagne and gin are both alcoholic drinks.,"champagne and gin are both alcoholic drinks., so they have a members - of - the - same - category relation."
875,change,spare,common-phrase,some people save their spare change in a container .,subj,##s,spare,some people save their spares in a container.,some people save their spares in a container.
876,change,spare,common-phrase,some people save their spare change in a container .,subj,parts,spare,some people save their spare parts in a container.,some people save their spare parts in a container.
877,change,spare,common-phrase,some people save their spare change in a container .,subj,time,spare,some people save their spare time in a container.,some people save their spare time in a container.
878,change,spare,common-phrase,some people save their spare change in a container .,subj,money,spare,some people save their spare money in a container.,some people save their spare money in a container.
879,change,spare,common-phrase,some people save their spare change in a container .,subj,food,spare,some people save their spare food in a container.,some people save their spare food in a container.
880,change,spare,common-phrase,some people save their spare change in a container .,obj,change,loose,some people save their loose change in a container.,some people save their loose change in a container.
881,change,spare,common-phrase,some people save their spare change in a container .,obj,change,spare,some people save their spare change in a container.,some people save their spare change in a container.
882,change,spare,common-phrase,some people save their spare change in a container .,obj,change,pocket,some people save their pocket change in a container.,some people save their pocket change in a container.
883,change,spare,common-phrase,some people save their spare change in a container .,obj,change,life,some people save their life change in a container.,some people save their life change in a container.
884,change,spare,common-phrase,some people save their spare change in a container .,obj,change,free,some people save their free change in a container.,some people save their free change in a container.
885,change,spare,common-phrase,some people save their spare change in a container .,subj-rel,time,spare,some people save their spare time in a container.,"some people save their spare time in a container., so they have a common - phrase relation."
886,change,spare,common-phrase,some people save their spare change in a container .,subj-rel,##s,spare,some people save their spares in a container.,"some people save their spares in a container., so they have a common - phrase relation."
887,change,spare,common-phrase,some people save their spare change in a container .,subj-rel,parts,spare,some people save their spare parts in a container.,"some people save their spare parts in a container., so they have a common - phrase relation."
888,change,spare,common-phrase,some people save their spare change in a container .,subj-rel,space,spare,some people save their spare space in a container.,"some people save their spare space in a container., so they have a common - phrase relation."
889,change,spare,common-phrase,some people save their spare change in a container .,subj-rel,money,spare,some people save their spare money in a container.,"some people save their spare money in a container., so they have a common - phrase relation."
890,change,spare,common-phrase,some people save their spare change in a container .,obj-rel,change,loose,some people save their loose change in a container.,"some people save their loose change in a container., so they have a common - phrase relation."
891,change,spare,common-phrase,some people save their spare change in a container .,obj-rel,change,pocket,some people save their pocket change in a container.,"some people save their pocket change in a container., so they have a common - phrase relation."
892,change,spare,common-phrase,some people save their spare change in a container .,obj-rel,change,word,some people save their word change in a container.,"some people save their word change in a container., so they have a common - phrase relation."
893,change,spare,common-phrase,some people save their spare change in a container .,obj-rel,change,name,some people save their name change in a container.,"some people save their name change in a container., so they have a common - phrase relation."
894,change,spare,common-phrase,some people save their spare change in a container .,obj-rel,change,small,some people save their small change in a container.,"some people save their small change in a container., so they have a common - phrase relation."
895,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj,hospital,humanitarian,"when doing humanitarian work, it is usually connected to a hospital.","when doing humanitarian work, it is usually connected to a hospital."
896,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj,road,humanitarian,"when doing humanitarian work, it is usually connected to a road.","when doing humanitarian work, it is usually connected to a road."
897,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj,church,humanitarian,"when doing humanitarian work, it is usually connected to a church.","when doing humanitarian work, it is usually connected to a church."
898,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj,bridge,humanitarian,"when doing humanitarian work, it is usually connected to a bridge.","when doing humanitarian work, it is usually connected to a bridge."
899,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj,helicopter,humanitarian,"when doing humanitarian work, it is usually connected to a helicopter.","when doing humanitarian work, it is usually connected to a helicopter."
900,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",obj,charity,charitable,"when doing charitable work, it is usually connected to a charity.","when doing charitable work, it is usually connected to a charity."
901,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",obj,charity,this,"when doing this work, it is usually connected to a charity.","when doing this work, it is usually connected to a charity."
902,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",obj,charity,social,"when doing social work, it is usually connected to a charity.","when doing social work, it is usually connected to a charity."
903,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",obj,charity,volunteer,"when doing volunteer work, it is usually connected to a charity.","when doing volunteer work, it is usually connected to a charity."
904,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj-rel,category,humanitarian,"when doing humanitarian work, it is usually connected to a category.","when doing humanitarian work, it is usually connected to a category., so they have a category - exemplar - pairs relation."
905,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj-rel,relation,humanitarian,"when doing humanitarian work, it is usually connected to a relation.","when doing humanitarian work, it is usually connected to a relation., so they have a category - exemplar - pairs relation."
906,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj-rel,class,humanitarian,"when doing humanitarian work, it is usually connected to a class.","when doing humanitarian work, it is usually connected to a class., so they have a category - exemplar - pairs relation."
907,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj-rel,set,humanitarian,"when doing humanitarian work, it is usually connected to a set.","when doing humanitarian work, it is usually connected to a set., so they have a category - exemplar - pairs relation."
908,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",subj-rel,group,humanitarian,"when doing humanitarian work, it is usually connected to a group.","when doing humanitarian work, it is usually connected to a group., so they have a category - exemplar - pairs relation."
909,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",obj-rel,charity,charitable,"when doing charitable work, it is usually connected to a charity.","when doing charitable work, it is usually connected to a charity., so they have a category - exemplar - pairs relation."
910,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",obj-rel,charity,volunteer,"when doing volunteer work, it is usually connected to a charity.","when doing volunteer work, it is usually connected to a charity., so they have a category - exemplar - pairs relation."
911,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",obj-rel,charity,social,"when doing social work, it is usually connected to a charity.","when doing social work, it is usually connected to a charity., so they have a category - exemplar - pairs relation."
912,charity,humanitarian,category-exemplar-pairs,"when doing humanitarian work , it is usually connected to a charity .",obj-rel,charity,philanthropic,"when doing philanthropic work, it is usually connected to a charity.","when doing philanthropic work, it is usually connected to a charity., so they have a category - exemplar - pairs relation."
913,chart,visual,hasproperty,a chart is a visual representation of data .,subj,map,visual,a map is a visual representation of data.,a map is a visual representation of data.
914,chart,visual,hasproperty,a chart is a visual representation of data .,subj,diagram,visual,a diagram is a visual representation of data.,a diagram is a visual representation of data.
915,chart,visual,hasproperty,a chart is a visual representation of data .,subj,graph,visual,a graph is a visual representation of data.,a graph is a visual representation of data.
916,chart,visual,hasproperty,a chart is a visual representation of data .,subj,drawing,visual,a drawing is a visual representation of data.,a drawing is a visual representation of data.
917,chart,visual,hasproperty,a chart is a visual representation of data .,subj,graphic,visual,a graphic is a visual representation of data.,a graphic is a visual representation of data.
918,chart,visual,hasproperty,a chart is a visual representation of data .,obj,chart,graphical,a chart is a graphical representation of data.,a chart is a graphical representation of data.
919,chart,visual,hasproperty,a chart is a visual representation of data .,obj,chart,visual,a chart is a visual representation of data.,a chart is a visual representation of data.
920,chart,visual,hasproperty,a chart is a visual representation of data .,obj,chart,pictorial,a chart is a pictorial representation of data.,a chart is a pictorial representation of data.
921,chart,visual,hasproperty,a chart is a visual representation of data .,obj,chart,graphic,a chart is a graphic representation of data.,a chart is a graphic representation of data.
922,chart,visual,hasproperty,a chart is a visual representation of data .,obj,chart,physical,a chart is a physical representation of data.,a chart is a physical representation of data.
923,chart,visual,hasproperty,a chart is a visual representation of data .,subj-rel,diagram,visual,a diagram is a visual representation of data.,"a diagram is a visual representation of data., so they have a hasproperty relation."
924,chart,visual,hasproperty,a chart is a visual representation of data .,subj-rel,graph,visual,a graph is a visual representation of data.,"a graph is a visual representation of data., so they have a hasproperty relation."
925,chart,visual,hasproperty,a chart is a visual representation of data .,subj-rel,map,visual,a map is a visual representation of data.,"a map is a visual representation of data., so they have a hasproperty relation."
926,chart,visual,hasproperty,a chart is a visual representation of data .,subj-rel,picture,visual,a picture is a visual representation of data.,"a picture is a visual representation of data., so they have a hasproperty relation."
927,chart,visual,hasproperty,a chart is a visual representation of data .,subj-rel,model,visual,a model is a visual representation of data.,"a model is a visual representation of data., so they have a hasproperty relation."
928,chart,visual,hasproperty,a chart is a visual representation of data .,obj-rel,chart,graphical,a chart is a graphical representation of data.,"a chart is a graphical representation of data., so they have a hasproperty relation."
929,chart,visual,hasproperty,a chart is a visual representation of data .,obj-rel,chart,visual,a chart is a visual representation of data.,"a chart is a visual representation of data., so they have a hasproperty relation."
930,chart,visual,hasproperty,a chart is a visual representation of data .,obj-rel,chart,graphic,a chart is a graphic representation of data.,"a chart is a graphic representation of data., so they have a hasproperty relation."
931,chart,visual,hasproperty,a chart is a visual representation of data .,obj-rel,chart,pictorial,a chart is a pictorial representation of data.,"a chart is a pictorial representation of data., so they have a hasproperty relation."
932,chart,visual,hasproperty,a chart is a visual representation of data .,obj-rel,chart,vector,a chart is a vector representation of data.,"a chart is a vector representation of data., so they have a hasproperty relation."
933,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj,independent,frugal,"it is generally okay to be frugal, but that's different than being totally independent.","it is generally okay to be frugal, but that's different than being totally independent."
934,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj,wealthy,frugal,"it is generally okay to be frugal, but that's different than being totally wealthy.","it is generally okay to be frugal, but that's different than being totally wealthy."
935,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj,honest,frugal,"it is generally okay to be frugal, but that's different than being totally honest.","it is generally okay to be frugal, but that's different than being totally honest."
936,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj,rich,frugal,"it is generally okay to be frugal, but that's different than being totally rich.","it is generally okay to be frugal, but that's different than being totally rich."
937,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj,selfish,frugal,"it is generally okay to be frugal, but that's different than being totally selfish.","it is generally okay to be frugal, but that's different than being totally selfish."
938,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",obj,cheap,rich,"it is generally okay to be rich, but that's different than being totally cheap.","it is generally okay to be rich, but that's different than being totally cheap."
939,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",obj,cheap,poor,"it is generally okay to be poor, but that's different than being totally cheap.","it is generally okay to be poor, but that's different than being totally cheap."
940,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",obj,cheap,nice,"it is generally okay to be nice, but that's different than being totally cheap.","it is generally okay to be nice, but that's different than being totally cheap."
941,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",obj,cheap,pretty,"it is generally okay to be pretty, but that's different than being totally cheap.","it is generally okay to be pretty, but that's different than being totally cheap."
942,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj-rel,independent,frugal,"it is generally okay to be frugal, but that's different than being totally independent.","it is generally okay to be frugal, but that's different than being totally independent., so they have a synonym relation."
943,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj-rel,rich,frugal,"it is generally okay to be frugal, but that's different than being totally rich.","it is generally okay to be frugal, but that's different than being totally rich., so they have a synonym relation."
944,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj-rel,inc,frugal,"it is generally okay to be frugal, but that's different than being totally inc.","it is generally okay to be frugal, but that's different than being totally inc., so they have a synonym relation."
945,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj-rel,wealthy,frugal,"it is generally okay to be frugal, but that's different than being totally wealthy.","it is generally okay to be frugal, but that's different than being totally wealthy., so they have a synonym relation."
946,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",subj-rel,honest,frugal,"it is generally okay to be frugal, but that's different than being totally honest.","it is generally okay to be frugal, but that's different than being totally honest., so they have a synonym relation."
947,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",obj-rel,cheap,rich,"it is generally okay to be rich, but that's different than being totally cheap.","it is generally okay to be rich, but that's different than being totally cheap., so they have a synonym relation."
948,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",obj-rel,cheap,poor,"it is generally okay to be poor, but that's different than being totally cheap.","it is generally okay to be poor, but that's different than being totally cheap., so they have a synonym relation."
949,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",obj-rel,cheap,nice,"it is generally okay to be nice, but that's different than being totally cheap.","it is generally okay to be nice, but that's different than being totally cheap., so they have a synonym relation."
950,cheap,frugal,synonym,"it is generally okay to be frugal , but that 's different than being totally cheap .",obj-rel,cheap,gay,"it is generally okay to be gay, but that's different than being totally cheap.","it is generally okay to be gay, but that's different than being totally cheap., so they have a synonym relation."
951,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj,beautiful,elegant,his beautiful girlfriend always acts in an elegant manner.,his beautiful girlfriend always acts in an elegant manner.
952,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj,new,elegant,his new girlfriend always acts in an elegant manner.,his new girlfriend always acts in an elegant manner.
953,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj,current,elegant,his current girlfriend always acts in an elegant manner.,his current girlfriend always acts in an elegant manner.
954,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj,young,elegant,his young girlfriend always acts in an elegant manner.,his young girlfriend always acts in an elegant manner.
955,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj,first,elegant,his first girlfriend always acts in an elegant manner.,his first girlfriend always acts in an elegant manner.
956,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj,classy,immature,his classy girlfriend always acts in an immature manner.,his classy girlfriend always acts in an immature manner.
957,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj,classy,outrageous,his classy girlfriend always acts in an outrageous manner.,his classy girlfriend always acts in an outrageous manner.
958,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj,classy,innocent,his classy girlfriend always acts in an innocent manner.,his classy girlfriend always acts in an innocent manner.
959,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj,classy,arrogant,his classy girlfriend always acts in an arrogant manner.,his classy girlfriend always acts in an arrogant manner.
960,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj,classy,aggressive,his classy girlfriend always acts in an aggressive manner.,his classy girlfriend always acts in an aggressive manner.
961,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj-rel,new,elegant,his new girlfriend always acts in an elegant manner.,"his new girlfriend always acts in an elegant manner., so they have a synonym relation."
962,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj-rel,beautiful,elegant,his beautiful girlfriend always acts in an elegant manner.,"his beautiful girlfriend always acts in an elegant manner., so they have a synonym relation."
963,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj-rel,current,elegant,his current girlfriend always acts in an elegant manner.,"his current girlfriend always acts in an elegant manner., so they have a synonym relation."
964,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj-rel,first,elegant,his first girlfriend always acts in an elegant manner.,"his first girlfriend always acts in an elegant manner., so they have a synonym relation."
965,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,subj-rel,former,elegant,his former girlfriend always acts in an elegant manner.,"his former girlfriend always acts in an elegant manner., so they have a synonym relation."
966,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj-rel,classy,immature,his classy girlfriend always acts in an immature manner.,"his classy girlfriend always acts in an immature manner., so they have a synonym relation."
967,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj-rel,classy,outrageous,his classy girlfriend always acts in an outrageous manner.,"his classy girlfriend always acts in an outrageous manner., so they have a synonym relation."
968,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj-rel,classy,arrogant,his classy girlfriend always acts in an arrogant manner.,"his classy girlfriend always acts in an arrogant manner., so they have a synonym relation."
969,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj-rel,classy,inappropriate,his classy girlfriend always acts in an inappropriate manner.,"his classy girlfriend always acts in an inappropriate manner., so they have a synonym relation."
970,classy,elegant,synonym,his classy girlfriend always acts in an elegant manner .,obj-rel,classy,appropriate,his classy girlfriend always acts in an appropriate manner.,"his classy girlfriend always acts in an appropriate manner., so they have a synonym relation."
971,clients,money,result-in,companies make money by providing services to their clients .,subj,customers,money,companies make money by providing services to their customers.,companies make money by providing services to their customers.
972,clients,money,result-in,companies make money by providing services to their clients .,subj,clients,money,companies make money by providing services to their clients.,companies make money by providing services to their clients.
973,clients,money,result-in,companies make money by providing services to their clients .,subj,employees,money,companies make money by providing services to their employees.,companies make money by providing services to their employees.
974,clients,money,result-in,companies make money by providing services to their clients .,subj,members,money,companies make money by providing services to their members.,companies make money by providing services to their members.
975,clients,money,result-in,companies make money by providing services to their clients .,subj,consumers,money,companies make money by providing services to their consumers.,companies make money by providing services to their consumers.
976,clients,money,result-in,companies make money by providing services to their clients .,obj,clients,money,companies make money by providing services to their clients.,companies make money by providing services to their clients.
977,clients,money,result-in,companies make money by providing services to their clients .,obj,clients,profit,companies make profit by providing services to their clients.,companies make profit by providing services to their clients.
978,clients,money,result-in,companies make money by providing services to their clients .,obj,clients,profits,companies make profits by providing services to their clients.,companies make profits by providing services to their clients.
979,clients,money,result-in,companies make money by providing services to their clients .,obj,clients,revenue,companies make revenue by providing services to their clients.,companies make revenue by providing services to their clients.
980,clients,money,result-in,companies make money by providing services to their clients .,obj,clients,income,companies make income by providing services to their clients.,companies make income by providing services to their clients.
981,clients,money,result-in,companies make money by providing services to their clients .,subj-rel,customers,money,companies make money by providing services to their customers.,"companies make money by providing services to their customers., so they have a result - in relation."
982,clients,money,result-in,companies make money by providing services to their clients .,subj-rel,clients,money,companies make money by providing services to their clients.,"companies make money by providing services to their clients., so they have a result - in relation."
983,clients,money,result-in,companies make money by providing services to their clients .,subj-rel,members,money,companies make money by providing services to their members.,"companies make money by providing services to their members., so they have a result - in relation."
984,clients,money,result-in,companies make money by providing services to their clients .,subj-rel,consumers,money,companies make money by providing services to their consumers.,"companies make money by providing services to their consumers., so they have a result - in relation."
985,clients,money,result-in,companies make money by providing services to their clients .,subj-rel,employees,money,companies make money by providing services to their employees.,"companies make money by providing services to their employees., so they have a result - in relation."
986,clients,money,result-in,companies make money by providing services to their clients .,obj-rel,clients,money,companies make money by providing services to their clients.,"companies make money by providing services to their clients., so they have a result - in relation."
987,clients,money,result-in,companies make money by providing services to their clients .,obj-rel,clients,profit,companies make profit by providing services to their clients.,"companies make profit by providing services to their clients., so they have a result - in relation."
988,clients,money,result-in,companies make money by providing services to their clients .,obj-rel,clients,profits,companies make profits by providing services to their clients.,"companies make profits by providing services to their clients., so they have a result - in relation."
989,clients,money,result-in,companies make money by providing services to their clients .,obj-rel,clients,payments,companies make payments by providing services to their clients.,"companies make payments by providing services to their clients., so they have a result - in relation."
990,clients,money,result-in,companies make money by providing services to their clients .,obj-rel,clients,revenue,companies make revenue by providing services to their clients.,"companies make revenue by providing services to their clients., so they have a result - in relation."
991,closed,business,action,this business has been closed for one month .,subj,closed,business,this business has been closed for one month.,this business has been closed for one month.
992,closed,business,action,this business has been closed for one month .,subj,running,business,this business has been running for one month.,this business has been running for one month.
993,closed,business,action,this business has been closed for one month .,subj,suspended,business,this business has been suspended for one month.,this business has been suspended for one month.
994,closed,business,action,this business has been closed for one month .,subj,open,business,this business has been open for one month.,this business has been open for one month.
995,closed,business,action,this business has been closed for one month .,subj,ongoing,business,this business has been ongoing for one month.,this business has been ongoing for one month.
996,closed,business,action,this business has been closed for one month .,obj,closed,station,this station has been closed for one month.,this station has been closed for one month.
997,closed,business,action,this business has been closed for one month .,obj,closed,museum,this museum has been closed for one month.,this museum has been closed for one month.
998,closed,business,action,this business has been closed for one month .,obj,closed,line,this line has been closed for one month.,this line has been closed for one month.
999,closed,business,action,this business has been closed for one month .,obj,closed,school,this school has been closed for one month.,this school has been closed for one month.
1000,closed,business,action,this business has been closed for one month .,obj,closed,site,this site has been closed for one month.,this site has been closed for one month.
1001,closed,business,action,this business has been closed for one month .,subj-rel,running,business,this business has been running for one month.,"this business has been running for one month., so they have a action relation."
1002,closed,business,action,this business has been closed for one month .,subj-rel,open,business,this business has been open for one month.,"this business has been open for one month., so they have a action relation."
1003,closed,business,action,this business has been closed for one month .,subj-rel,operating,business,this business has been operating for one month.,"this business has been operating for one month., so they have a action relation."
1004,closed,business,action,this business has been closed for one month .,subj-rel,there,business,this business has been there for one month.,"this business has been there for one month., so they have a action relation."
1005,closed,business,action,this business has been closed for one month .,subj-rel,here,business,this business has been here for one month.,"this business has been here for one month., so they have a action relation."
1006,closed,business,action,this business has been closed for one month .,obj-rel,closed,case,this case has been closed for one month.,"this case has been closed for one month., so they have a action relation."
1007,closed,business,action,this business has been closed for one month .,obj-rel,closed,school,this school has been closed for one month.,"this school has been closed for one month., so they have a action relation."
1008,closed,business,action,this business has been closed for one month .,obj-rel,closed,office,this office has been closed for one month.,"this office has been closed for one month., so they have a action relation."
1009,closed,business,action,this business has been closed for one month .,obj-rel,closed,shop,this shop has been closed for one month.,"this shop has been closed for one month., so they have a action relation."
1010,closed,business,action,this business has been closed for one month .,obj-rel,closed,business,this business has been closed for one month.,"this business has been closed for one month., so they have a action relation."
1011,closed,window,action,i closed the window because it was raining outside .,subj,opened,window,i opened the window because it was raining outside.,i opened the window because it was raining outside.
1012,closed,window,action,i closed the window because it was raining outside .,subj,closed,window,i closed the window because it was raining outside.,i closed the window because it was raining outside.
1013,closed,window,action,i closed the window because it was raining outside .,subj,shut,window,i shut the window because it was raining outside.,i shut the window because it was raining outside.
1014,closed,window,action,i closed the window because it was raining outside .,subj,open,window,i open the window because it was raining outside.,i open the window because it was raining outside.
1015,closed,window,action,i closed the window because it was raining outside .,subj,checked,window,i checked the window because it was raining outside.,i checked the window because it was raining outside.
1016,closed,window,action,i closed the window because it was raining outside .,obj,closed,door,i closed the door because it was raining outside.,i closed the door because it was raining outside.
1017,closed,window,action,i closed the window because it was raining outside .,obj,closed,window,i closed the window because it was raining outside.,i closed the window because it was raining outside.
1018,closed,window,action,i closed the window because it was raining outside .,obj,closed,curtains,i closed the curtains because it was raining outside.,i closed the curtains because it was raining outside.
1019,closed,window,action,i closed the window because it was raining outside .,obj,closed,blinds,i closed the blinds because it was raining outside.,i closed the blinds because it was raining outside.
1020,closed,window,action,i closed the window because it was raining outside .,obj,closed,windows,i closed the windows because it was raining outside.,i closed the windows because it was raining outside.
1021,closed,window,action,i closed the window because it was raining outside .,subj-rel,opened,window,i opened the window because it was raining outside.,"i opened the window because it was raining outside., so they have a action relation."
1022,closed,window,action,i closed the window because it was raining outside .,subj-rel,closed,window,i closed the window because it was raining outside.,"i closed the window because it was raining outside., so they have a action relation."
1023,closed,window,action,i closed the window because it was raining outside .,subj-rel,broke,window,i broke the window because it was raining outside.,"i broke the window because it was raining outside., so they have a action relation."
1024,closed,window,action,i closed the window because it was raining outside .,subj-rel,shut,window,i shut the window because it was raining outside.,"i shut the window because it was raining outside., so they have a action relation."
1025,closed,window,action,i closed the window because it was raining outside .,subj-rel,locked,window,i locked the window because it was raining outside.,"i locked the window because it was raining outside., so they have a action relation."
1026,closed,window,action,i closed the window because it was raining outside .,obj-rel,closed,door,i closed the door because it was raining outside.,"i closed the door because it was raining outside., so they have a action relation."
1027,closed,window,action,i closed the window because it was raining outside .,obj-rel,closed,window,i closed the window because it was raining outside.,"i closed the window because it was raining outside., so they have a action relation."
